algoritmo;antes;configuracion;despues;disc_cont;escalax;escalay;lugar;metodoescalar;num_train;patron;r2;rmse;tipo;variables
LinearRegression;12;"{'copy_X': True, 'normalize': False, 'fit_intercept': False} - [ -3.42432823e+02   5.07316815e-02  -2.45625505e+02  -1.90966022e-03
  -2.41475740e+01   1.50371842e-02   6.52016264e+00   3.81190549e-02
   1.45503210e+02   1.10781783e-01   2.12316981e+02   7.59058641e-02
   3.14330303e+01   9.22951186e-02   2.18449522e+01   2.83980914e-02
   6.33653381e+01   5.11865097e-02  -1.06504897e+02   3.90271652e-02
  -3.39706352e+01   5.67178052e-02   2.20860517e+02   4.46023017e-01]";2;Segun-Config;1;0;28 Millas;5;567;12S-Period-P 2;0.435647004;477.6815854;50;Unica*1
Ridge;12;"{'normalize': False, 'fit_intercept': False, 'solver': 'auto', 'max_iter': None, 'tol': 0.001, 'copy_X': True, 'alpha': 0.1} - [ -2.00842516e+02  -5.50596595e+01  -7.52032726e+01   2.50542012e+02
   5.12915507e-02  -1.44684511e+02  -6.36705802e+01  -5.17726543e+01
   9.67508603e+01   9.95934791e-03  -5.68243762e+01  -1.06731381e+02
  -1.56982578e+02  -1.45136016e+02   3.81450364e-03  -3.91221810e+01
   1.16560686e+02  -1.77334519e+02  -1.68250556e+01   1.38710899e-02
   3.42731421e+01  -6.45847012e+01  -1.23127257e+02  -1.10443672e+02
   1.15256499e-01   1.35882706e+02   6.54861183e+01  -1.13408967e+02
   8.39999821e+01   6.90753279e-02  -1.19291964e+02  -1.96199328e+02
  -1.17047350e+02   1.47773248e+02   9.78892613e-02  -1.16608670e+02
  -4.40343233e+01  -1.87533850e+02  -2.62420406e+01  -4.64811586e-03
   3.35722135e+01   2.24361859e+02  -1.44772786e+02   4.94743894e+01
   1.12239359e-02   9.76932928e+01   3.38951695e+02   7.47918278e+01
  -8.72304121e+01   3.27284460e-02   1.31643521e+02   1.87369595e+02
   1.12927601e+02   8.59913828e+00   3.86946447e-02   1.77328536e+02
   1.20480128e+02  -1.18059977e+02  -1.50503833e+02   3.54088200e-01]";2;Segun-Config;1;0;28 Millas;5;567;12S-Period-P 2;0.452012673;462.1047146;50;NecesariasConfig
Ridge;12;"{'normalize': False, 'fit_intercept': False, 'solver': 'auto', 'max_iter': None, 'tol': 0.001, 'copy_X': True, 'alpha': 0.1} - [ -2.42199887e+02  -1.40044874e+02   4.58182062e-02  -1.66946592e+02
  -9.08177953e+01  -7.31714622e-03  -1.48136721e+01  -1.35378409e+02
  -7.22787860e-03  -7.37603072e+01  -1.46657338e+02   2.22730026e-02
   2.82281171e+01  -1.55297166e+02   1.14727141e-01   1.24567146e+02
  -1.10538835e+02   8.55032367e-02  -5.08979099e+01  -1.41465106e+02
   1.00901217e-01  -8.06407736e+01  -1.28850107e+02   1.95557589e-02
   1.88753362e+01  -3.38743771e+01   4.69585603e-02   3.11953742e+01
   2.11862892e+02   3.43602234e-02   1.21418026e+02   1.86087814e+02
   4.49977676e-02   2.00863211e+02  -8.49346457e+01   3.91032336e-01]";2;Segun-Config;1;0;28 Millas;5;567;12S-Period-P 2;0.461524786;453.3313899;50;Par*1*3
Ridge;12;"{'normalize': False, 'fit_intercept': False, 'solver': 'auto', 'max_iter': None, 'tol': 0.001, 'copy_X': True, 'alpha': 0.1} - [ -3.09596368e+02   1.83571185e+02   5.33918663e-02  -2.09423687e+02
   5.08132100e+01   1.29045224e-02  -3.28951472e+01  -1.16550246e+02
   3.14544917e-02  -1.22634353e+01  -2.40832308e+01   4.62716637e-02
   1.22432084e+02  -1.13555510e+02   1.20712531e-01   2.05698483e+02
   6.16863791e+01   5.52808007e-02   1.35712168e+01   2.26617867e+02
   8.07076264e-02   4.21959122e+01   8.32895612e+01   2.14768937e-02
   7.80219687e+01   8.97159579e+01   4.04341187e-02  -8.16105833e+01
  -9.70287417e+01   5.52917863e-02  -5.65583203e+01   1.13899994e+01
   5.40763997e-02   2.13585578e+02  -2.01599231e+02   4.32222056e-01]";2;Segun-Config;1;0;28 Millas;5;567;12S-Period-P 2;0.430171524;483.0384398;50;Par*1*4
Ridge;12;"{'normalize': False, 'fit_intercept': False, 'solver': 'auto', 'max_iter': None, 'tol': 0.001, 'copy_X': True, 'alpha': 0.1} - [ -2.77121390e+02   1.29748088e+02   1.46266339e+01   1.89644759e+02
  -3.84374111e+02   9.18667384e+01  -2.66487254e+02  -2.11766886e+02
  -1.33016871e+02   3.81913791e+02   1.19615003e+01   3.53965458e+01
   8.59496042e+01   3.72571233e-02   1.84430553e+02   1.68765074e+02
  -2.63142274e+02  -1.20100928e+02   1.89339454e+02   6.18779396e+01
   1.76167360e+00  -1.00122815e+02  -7.64879727e+00   1.84362109e+02
   1.04201766e+01   2.46490406e+01  -3.21467917e+02   6.18299666e-02
   1.03846274e+02   2.49646966e+02  -1.85991901e+02  -2.41311613e+02
   8.86593784e+01  -1.23756761e+02   5.57405563e+01  -1.27744938e+02
   3.37085318e+01  -1.16665172e+02   2.24660062e+01  -5.25041853e+01
  -2.96614398e+02   5.26870341e-02  -1.80847981e+02  -3.71939429e+01
   8.81431064e+01   2.53695392e+02  -1.41091951e+02   5.34157952e+01
   6.32035224e+01  -1.42843676e+02  -2.64036418e+02   5.44311286e+01
  -1.39777346e+01   8.10722839e+01  -2.06840139e+01   2.69731698e-03
  -2.04437280e+02  -3.58736677e+02   3.07154421e+02   4.78457028e+01
  -4.74882417e+01   1.39000059e+02   6.26955454e+01  -4.87373515e+01
   1.56189951e+01  -2.83336421e+02   3.81366671e+01  -1.27530337e+02
   8.91099165e+01   1.26365335e-01  -1.18871344e+02  -4.07016590e+02
   4.35828623e+02   2.16292980e+02  -9.84393576e+01  -4.54219801e+01
   2.80448063e+01   4.91839142e+01   2.06135599e+02  -9.29765359e+01
   1.04954412e+02  -1.61411985e+02   1.85052624e+01   4.06679617e-03
  -1.90589369e+02  -2.65852900e+02   1.43687448e+02  -1.65301443e+02
   1.00276525e+02  -4.42541927e+01  -2.40551443e+01  -6.96724239e+01
  -1.93911181e+00   1.30324402e+02  -7.25487983e+01   2.07806925e+01
   3.56017176e+01   3.63039216e-03  -2.41442358e+02  -1.14839723e+02
   9.01342158e+01   1.62476367e+02   5.69503187e+00  -1.61403692e+02
  -4.35009936e+01  -2.91235158e+02  -1.30557808e+02   5.70538708e+01
  -1.58293461e+02   1.92869435e+01   1.33691342e+02   9.02400372e-03
   2.51967107e+01   8.06173430e+01   2.80338995e+01   3.79530223e+02
  -2.45382022e+02  -5.55722509e+01  -1.33874815e+02  -2.87312380e+02
  -1.10188347e+02   1.95893368e+02  -2.07692379e+00   3.11075997e+01
   2.25048224e+01  -2.22170668e-03   1.81693022e+02   1.75618411e+02
  -1.36792587e+02   3.22060389e+02   2.20535855e+02  -3.09860145e+02
   1.68388790e+01  -5.28561990e+01   1.63853671e+02  -1.24500362e+02
   1.13454175e+02  -2.16760507e+02  -5.19745476e+00   7.68351896e-02
  -1.42799062e+02  -6.60133168e+00   2.93096969e+02   2.59620814e+02
  -2.77661773e+02   7.64227900e+01  -1.29833087e+02   6.66958628e+00
   5.19353152e+00  -6.10428285e+01   9.02414939e+01  -1.21500340e+02
   8.43422204e+01   6.63376660e-02   6.55763874e+01   5.41595958e+01
   6.76497788e+01   5.21755100e+01   1.41773016e+02   1.74012715e+02
   5.76802856e+01  -1.77761441e+02   1.28394876e+02  -2.68623156e+02
   1.40837418e+02   9.79350629e+01  -8.73781240e+01   2.85856680e-01]";2;Segun-Config;1;0;28 Millas;5;567;12S-Period-P 2;0.393002393;521.5864969;50;Todas
Ridge;12;"{'normalize': False, 'fit_intercept': False, 'solver': 'auto', 'max_iter': None, 'tol': 0.001, 'copy_X': True, 'alpha': 0.1} - [ -3.41368334e+02   5.06807825e-02  -2.44862141e+02  -1.95175228e-03
  -2.45233397e+01   1.49239899e-02   6.32175715e+00   3.81255798e-02
   1.44746793e+02   1.10950302e-01   2.11222161e+02   7.59001412e-02
   3.16170145e+01   9.22643187e-02   2.20407156e+01   2.84572594e-02
   6.31974365e+01   5.11507505e-02  -1.05455427e+02   3.89534288e-02
  -3.33873383e+01   5.67103824e-02   2.19901150e+02   4.46133359e-01]";2;Segun-Config;1;0;28 Millas;5;567;12S-Period-P 2;0.435786223;477.5463642;50;Unica*1
ESN;12;Neuronas= 226 - Leaking rate=0.07;3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.447390543;468.7724581;50;NecesariasConfig
ESN;12;Neuronas= 226 - Leaking rate=0.07;3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.511970634;411.8099003;50;Par*1*3
ESN;12;Neuronas= 226 - Leaking rate=0.07;3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.478321636;440.4917011;50;Par*1*4
ESN;12;Neuronas= 226 - Leaking rate=0.07;3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.31769563;618.1299505;50;Todas
ESN;12;Neuronas= 226 - Leaking rate=0.07;3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.46260569;454.6083176;50;Unica*1
ElasticNet;12;"{'normalize': False, 'warm_start': False, 'fit_intercept': False, 'l1_ratio': 0.5, 'max_iter': 1000, 'precompute': 'auto', 'tol': 0.0001, 'positive': False, 'copy_X': True, 'alpha': 0.5} - [ -8.28674894e+01  -2.71084942e+01  -2.99158587e+01   5.65547376e+01
  -2.41905874e-02  -7.37348248e+01  -0.00000000e+00  -2.97606752e+01
   4.24537057e+01   5.97280739e-02  -5.94025607e+01  -3.95868817e+00
  -3.78133420e+01   3.38282175e+01  -2.18565201e-02  -2.84111699e+01
  -7.73070982e+00  -6.46374378e+01  -3.54514493e+00   5.70269847e-02
  -7.85189262e+00  -4.71251797e+00  -6.26324393e+01   2.31765492e+00
   5.61295826e-02   8.29343047e+00  -1.48638237e+01  -7.79833459e+01
   5.84801347e+00   1.81184544e-01   2.31019538e+01  -1.43447821e+01
  -6.95335106e+01   2.13720816e+01   9.70729472e-02   2.22774424e+01
  -1.38998051e+01  -6.83076484e+01   5.04023358e+01   9.50057739e-02
   2.66583628e+01   1.31429402e+01  -4.89499241e+01   1.94593566e+01
   3.69291403e-02   4.05876817e+01   3.63297866e+01  -1.87039010e+01
   1.40146620e+01   1.84937628e-02   3.82587006e+01   6.05439192e+01
   1.49643569e+01  -1.39749884e+01   4.97556512e-02   6.11254429e+01
   4.16370560e+01   4.83067897e+00  -2.20063920e+01   3.21821925e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.485727101;434.0072477;50;NecesariasConfig
ElasticNet;12;"{'normalize': False, 'warm_start': False, 'fit_intercept': False, 'l1_ratio': 0.5, 'max_iter': 1000, 'precompute': 'auto', 'tol': 0.0001, 'positive': False, 'copy_X': True, 'alpha': 0.5} - [ -8.84801140e+01  -3.53181156e+01  -3.36861659e-02  -7.88461801e+01
  -3.29939960e+01   5.16541032e-02  -6.32440733e+01  -3.98951334e+01
  -3.32346072e-02  -3.09473698e+01  -6.66233606e+01   4.52777428e-02
  -9.83590092e+00  -6.59148448e+01   4.90070758e-02   6.54419681e+00
  -8.14093939e+01   1.82532056e-01   2.09358987e+01  -7.12250272e+01
   9.93371487e-02   2.00404538e+01  -6.74582352e+01   1.08245023e-01
   2.28994965e+01  -4.44835369e+01   5.01152496e-02   3.53834862e+01
  -1.07254184e+01   2.86322466e-02   3.30387029e+01   2.26839737e+01
   5.37445814e-02   5.64575012e+01   1.08711371e+01   3.30800126e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.487139254;432.7823066;50;Par*1*3
ElasticNet;12;"{'normalize': False, 'warm_start': False, 'fit_intercept': False, 'l1_ratio': 0.5, 'max_iter': 1000, 'precompute': 'auto', 'tol': 0.0001, 'positive': False, 'copy_X': True, 'alpha': 0.5} - [ -9.02469464e+01   4.78886068e+01  -2.16651913e-02  -7.92494702e+01
   3.61882356e+01   5.86533324e-02  -6.09660546e+01   3.12115776e+01
  -2.41232494e-02  -2.42488858e+01  -3.15777316e+00   5.63578510e-02
  -3.58752930e-01   4.07565915e+00   5.67856989e-02   1.92671672e+01
   9.97327488e+00   1.86499597e-01   3.45140044e+01   2.73099623e+01
   9.96993649e-02   3.34543907e+01   5.86497409e+01   1.05533874e-01
   3.42992067e+01   2.71243423e+01   5.31805935e-02   4.34678579e+01
   1.95480256e+01   3.15505474e-02   3.69365130e+01  -1.13141056e+01
   5.72669294e-02   5.90252187e+01  -2.13540218e+01   3.44394576e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.461295201;455.8083579;50;Par*1*4
ElasticNet;12;"{'normalize': False, 'warm_start': False, 'fit_intercept': False, 'l1_ratio': 0.5, 'max_iter': 1000, 'precompute': 'auto', 'tol': 0.0001, 'positive': False, 'copy_X': True, 'alpha': 0.5} - [ -3.68352915e+01  -6.25732231e+01  -3.91795656e+01  -1.82797097e+01
  -2.51867716e+01   1.37473255e+01  -0.00000000e+00  -1.81706081e+01
  -8.07282466e+00   5.13646337e+01   1.21448458e+01  -1.62310552e+01
   1.50881142e+01   4.13611650e-02  -3.62961601e+01  -2.16510686e+01
  -3.51145713e+01   5.68106517e+00  -7.74936514e-01   1.94549235e+01
  -1.19010644e+01  -1.26154464e+01   1.24942892e+00   3.61102757e+01
   5.61309630e+00  -3.26685353e+01  -1.24041508e+01   9.41465952e-02
  -2.27144178e+01  -1.44922452e+01  -2.73240023e+01   0.00000000e+00
   9.01424554e-01   1.80725624e+01  -3.83700011e+00  -1.53129397e+01
  -1.12575989e+01   2.66444035e+01   6.88253937e+00  -3.21773150e+01
  -3.87823820e+01   6.13615574e-03  -1.38749627e+01  -1.46116330e+00
  -4.82103950e+00  -3.56285288e+00  -1.60420537e+00   1.13024079e+01
   5.20746283e+00  -3.73760223e+01  -1.52150201e+01  -9.71749340e+00
   2.97569988e+00  -2.82649176e+01  -3.66021565e+01   6.36844307e-02
  -1.69944005e+01  -2.20035372e+01   4.91061437e+00  -9.91682975e-01
   0.00000000e+00   8.94005147e+00   5.78800123e+00  -2.74119362e+01
  -2.31144114e+01  -1.21198675e+00  -0.00000000e+00  -1.38180007e+01
  -1.81241560e+01   3.80374041e-02  -1.38975732e+01  -5.00418917e+01
   1.37413509e+01  -1.07150345e+01  -2.72362239e+00   1.47612327e+01
   2.20277594e+01  -3.79895606e+01  -1.04133246e+01  -1.36583415e+00
  -9.10323501e+00  -3.35496590e+01  -3.65515722e+00   1.47899442e-01
  -0.00000000e+00  -3.89304145e+01   2.02648002e+01  -1.30511253e+01
  -3.40700485e+00   4.64338671e+00   2.03152644e+01  -2.91403853e+01
   1.61264397e+00   1.35827005e+01  -6.73241741e+00  -2.66733250e+01
   0.00000000e+00   5.90028529e-02  -5.53702228e+00  -2.81953338e+01
   1.08040550e+01  -1.50609189e+01  -4.57051935e+00   6.81586554e-01
   7.52618166e+00  -3.11375966e+01  -7.01668235e+00   4.32841481e+01
  -1.97776685e+01  -1.84440921e+01   0.00000000e+00   6.59257359e-02
  -3.97349833e-01   3.29940852e+00   9.80335677e+00   7.89406268e+00
   8.02566797e+00  -6.01797117e+00  -1.23577388e+01  -2.00691204e+01
  -1.53925126e+01   1.66571590e+01  -3.74928405e+01  -3.40036924e+01
  -1.03470615e+01   3.68016367e-02   3.50538868e+00   3.23175166e+01
   2.02169157e+01   2.69195647e+01   2.18872714e+01  -2.94487709e+00
  -2.41204983e+01  -0.00000000e+00  -1.60884453e+01   1.37077930e+01
  -2.88514146e+01  -4.45175561e+01  -1.94403134e+01   4.02751682e-02
  -3.52553165e+00   5.58235999e+01   1.71593950e+01   4.85103971e+01
   4.50180072e+01   3.61391076e+00  -3.28460187e+01   2.56514273e+01
  -0.00000000e+00  -1.34634493e+01  -1.56868752e+01  -7.17571666e+01
  -3.42785044e+01   9.55885857e-02  -1.79678408e+00   4.88049987e+01
   3.68918947e+01   3.15854600e+01   2.23562724e+01   1.48696662e+01
  -9.03331818e+00   1.36962350e+01  -5.24063361e+00  -2.20156937e+01
   6.68223476e+00  -4.31118349e+01  -3.58191186e+01   3.03961576e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.489640419;430.6216259;50;Todas
ElasticNet;12;"{'normalize': False, 'warm_start': False, 'fit_intercept': False, 'l1_ratio': 0.5, 'max_iter': 1000, 'precompute': 'auto', 'tol': 0.0001, 'positive': False, 'copy_X': True, 'alpha': 0.5} - [ -9.82072759e+01  -2.77810855e-02  -8.61387661e+01   5.21325848e-02
  -6.65060539e+01  -3.20371334e-02  -2.83688091e+01   4.76721104e-02
  -3.18646382e+00   5.13362849e-02   1.67919987e+01   1.86654346e-01
   3.17390216e+01   1.00385293e-01   3.09068206e+01   1.13060662e-01
   3.15164770e+01   5.90671641e-02   4.04300907e+01   3.62965522e-02
   3.47081468e+01   6.06220749e-02   5.69048127e+01   3.54160189e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.458309191;458.5564231;50;Unica*1
LinearRegression;12;"{'copy_X': True, 'normalize': False, 'fit_intercept': False} - [ -2.52271571e+02  -4.41083260e+02  -4.72661995e+01   2.68156202e+02
  -1.15271526e-02  -1.24574319e+02   1.86388737e+02  -1.26041832e+02
   1.49151459e+02   8.55853867e-02  -1.80408288e+02  -7.55701742e+01
  -1.19421620e+02   9.61258560e+01   1.14567945e-03  -8.59012214e+01
  -1.08635661e+02  -2.35319313e+02  -2.51812110e+02   6.06832763e-02
   7.53071962e+01   1.75872340e+02  -1.46386476e+02  -1.81269217e+01
   3.34699077e-02  -1.06538293e+01  -4.09710724e+01  -2.05185601e+02
  -8.26928569e+01   1.36841840e-01   9.35868401e+01  -2.31038655e+01
  -1.15457381e+02   2.07477177e+01   9.86900984e-02  -1.16781990e+02
  -1.45537718e+02  -1.88315336e+02   1.74183925e+02   4.75708601e-02
  -6.29142713e+01   1.07777498e+02  -1.88554374e+02  -3.37533175e+01
   2.16738009e-02   1.14263087e+02   2.29587336e+02  -1.00684330e+02
   2.04031204e+01   7.52492812e-03   8.15900398e+01   4.38939652e+02
   5.72496110e+01  -8.62129970e+01   4.95675020e-02   3.16932903e+02
   2.23017343e+02   7.79503211e+01  -9.72610737e+01   2.28653370e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.454321286;462.2567854;50;NecesariasConfig
LinearRegression;12;"{'copy_X': True, 'normalize': False, 'fit_intercept': False} - [ -2.70192435e+02  -2.29400280e+02  -7.64196506e-03  -1.81002163e+02
  -1.15030860e+02   7.01212181e-02  -1.77118228e+02  -1.15145284e+02
  -3.02716852e-02  -3.89073468e+01  -1.96824752e+02   5.41257376e-02
   2.74182040e+01  -1.21699916e+02   3.35503985e-02  -4.62166010e+00
  -2.21987955e+02   1.64132966e-01   1.17494113e+02  -1.12785606e+02
   8.99189189e-02  -6.10447032e+01  -1.67527299e+02   8.79402154e-02
  -6.07049281e+01  -9.54185347e+01   4.71269466e-02   8.69628278e+01
   4.69622047e+01   4.20110153e-02   5.16262471e+01   1.81164556e+02
   5.90701043e-02   3.02442091e+02   1.63998611e+02   2.55219925e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.471119369;446.8993078;50;Par*1*3
LinearRegression;12;"{'copy_X': True, 'normalize': False, 'fit_intercept': False} - [ -2.86624008e+02   2.20147818e+02  -2.42007513e-03  -2.50839024e+02
   3.74132723e+01   9.58295644e-02  -2.20380360e+02   1.00948040e+02
  -1.92323397e-03   4.23528866e+00  -2.02872543e+02   8.74953377e-02
   7.11797460e+01  -4.47168733e+01   4.13149465e-02   1.32324758e+02
  -4.80310629e+01   1.48865632e-01   2.17937913e+02   3.01540193e+01
   8.00219908e-02   7.58654002e+01   2.96760405e+02   5.71701199e-02
   2.73582217e+01   3.25887043e+01   5.58376883e-02   8.46702663e+01
   7.26613935e+01   5.27830282e-02  -8.50778198e+01  -1.18712258e+02
   8.04647473e-02   1.44948130e+02  -1.44564319e+02   3.13407905e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.458144308;458.7087277;50;Par*1*4
LinearRegression;12;"{'copy_X': True, 'normalize': False, 'fit_intercept': False} - [ -1.89460652e+02  -1.09425224e+02   6.68435476e+01  -2.47889678e+02
  -2.68822031e+02   1.27972648e+02  -2.16589534e+02  -1.45892625e+02
  -2.15390986e+02   3.43940426e+02  -1.33737950e+01  -2.63235305e+01
   2.42580428e+02  -4.99741868e-02  -2.05162505e+02   1.55905535e+02
  -1.63212216e+01   3.74276103e+02  -1.10658138e+02  -1.71466084e+01
  -1.10620533e+02  -2.38650053e+02  -2.06119003e+01   2.78205408e+02
  -3.48651498e+01   8.35131181e+01  -1.54779768e+02   9.59679190e-02
   2.20807533e+02   2.55223889e+02  -3.57433135e+02  -3.37057434e+02
   2.12323492e+02   1.02185844e+02   8.90258120e+00  -1.06163952e+02
  -8.14480511e+01   1.96593687e+02   6.86330234e+01  -2.70644030e+01
  -3.58291969e+02   6.37464344e-02   6.59899902e+01   2.08813829e+02
  -1.71459166e+02  -1.95777321e+02   7.77215895e+01  -6.01415402e+01
   8.30685355e+01  -2.40556368e+02   5.20080167e+01  -2.84654911e+02
   2.79312924e+01  -3.74434551e+01  -1.85101558e+02   1.09634569e-01
  -1.18671497e+02  -1.81221229e+02   3.08153820e+02   2.67364444e+02
  -4.29080818e+01   4.03047921e+01   1.02157879e+02  -7.07131971e+01
  -1.78070046e+02  -5.07170151e+01   7.53427925e+01   7.79810034e+01
  -5.16559212e+01   5.56734012e-03  -2.55699268e+02  -4.01154552e+02
   3.40037534e+02   2.02173214e+01  -1.37669954e+02   1.46818160e+02
  -2.07674081e+01  -1.16623050e+02   1.09982596e+02  -2.58316068e+02
   3.61721913e+01  -1.60170501e+02   1.26012901e+02   7.88341229e-02
  -1.37940278e+02  -4.36454745e+02   4.18751385e+02   1.27461306e+02
   1.10483515e+02  -5.74148215e+01   1.11992356e+02   3.96552530e+01
   1.58188842e+02  -1.35962983e+02   2.34457207e+00  -9.28109670e+01
   9.12877527e+01   2.61224857e-02  -2.46994444e+02  -2.08405370e+02
   2.01740122e+02  -1.49915401e+02   2.77430528e+01  -1.04214071e+01
  -1.89665893e+02  -1.44558964e+02  -6.60019453e+01   2.48763492e+02
  -1.89950849e+01  -4.41734885e+00   6.75653294e+01  -2.48940396e-02
  -1.16284898e+02  -5.77977321e+01  -3.49303489e+01   4.34974355e+02
   2.70872853e+00  -3.32392535e+02   4.83790882e+01  -3.25725255e+02
  -2.32418821e+01   4.72848189e+01  -1.42225072e+02  -3.29406892e+01
   4.53049801e+01   6.46323914e-02  -1.36585470e+02   1.05125506e+02
   2.15567525e+02   4.66697372e+02  -4.52869009e+02  -1.32226417e+02
  -1.77766536e+02  -2.37965939e+02  -1.45297556e+02   1.64710721e+02
   9.08344512e+01   1.29622278e+01  -1.64029639e+01  -4.56267684e-03
   1.65864416e+02   1.47448651e+02  -1.69217073e+02   3.32293544e+02
   2.91571882e+02  -1.46283962e+02   4.69833880e+01  -4.75160116e+01
   2.41144626e+02  -2.00919336e+02   1.50595550e+02  -2.42918652e+02
   5.39499989e+01   8.86465142e-02  -1.11422597e+02  -2.83757143e+01
   4.11805176e+02   2.77754943e+02  -1.98077184e+02   1.89708236e+02
  -4.07316930e+01   2.73479329e+01   7.02599730e+01  -2.55144633e+02
   1.47894428e+02  -1.34709191e+02   6.01032322e+01   2.22823981e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.388324422;529.3702719;50;Todas
LinearRegression;12;"{'copy_X': True, 'normalize': False, 'fit_intercept': False} - [ -3.29737775e+02   2.66827169e-03  -2.84441710e+02   7.86202027e-02
  -2.25538841e+02  -1.34856180e-02   1.66216206e+01   5.86991043e-02
   1.00465562e+02   3.59353591e-02   1.64917066e+02   1.68444207e-01
   2.08276720e+02   8.02288599e-02   7.17075839e+01   9.00305648e-02
   4.15333484e+00   5.50361382e-02   5.47721204e+01   5.72916166e-02
  -5.59531669e+01   7.49375398e-02   1.41021316e+02   3.18151813e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.465756961;451.7374436;50;Unica*1
Ridge;12;"{'normalize': False, 'fit_intercept': False, 'solver': 'auto', 'max_iter': None, 'tol': 0.001, 'copy_X': True, 'alpha': 0.1} - [ -2.50634441e+02  -4.34376107e+02  -4.85395051e+01   2.68187652e+02
  -1.15935985e-02  -1.25976107e+02   1.80188355e+02  -1.24909878e+02
   1.47678417e+02   8.55321888e-02  -1.79839079e+02  -7.34195067e+01
  -1.19801194e+02   9.61199676e+01   8.51830605e-04  -8.49560373e+01
  -1.06097744e+02  -2.34743923e+02  -2.49707593e+02   6.08078094e-02
   7.28523408e+01   1.70905064e+02  -1.46145595e+02  -1.95202535e+01
   3.34831277e-02  -9.68902650e+00  -3.89617863e+01  -2.04742651e+02
  -8.15920668e+01   1.36961165e-01   9.26065495e+01  -2.44324242e+01
  -1.15776055e+02   2.00528709e+01   9.85274845e-02  -1.14963428e+02
  -1.42416773e+02  -1.88272999e+02   1.74517784e+02   4.77311854e-02
  -6.17922913e+01   1.06355821e+02  -1.87401329e+02  -3.38804018e+01
   2.17191374e-02   1.14000926e+02   2.29631593e+02  -1.00699274e+02
   2.07112808e+01   7.79075856e-03   8.17366632e+01   4.35980103e+02
   5.75689894e+01  -8.63422080e+01   4.95304356e-02   3.14851545e+02
   2.22405228e+02   7.75430151e+01  -9.72118432e+01   2.28857507e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.454661865;461.9393947;50;NecesariasConfig
Ridge;12;"{'normalize': False, 'fit_intercept': False, 'solver': 'auto', 'max_iter': None, 'tol': 0.001, 'copy_X': True, 'alpha': 0.1} - [ -2.69138501e+02  -2.28475462e+02  -7.72975140e-03  -1.81286374e+02
  -1.15063151e+02   7.00245913e-02  -1.76683445e+02  -1.14939342e+02
  -3.02397270e-02  -3.91957622e+01  -1.96558192e+02   5.40445516e-02
   2.68038642e+01  -1.21961048e+02   3.36362518e-02  -4.03128136e+00
  -2.21432828e+02   1.64106971e-01   1.16423965e+02  -1.13236725e+02
   8.98754281e-02  -5.99546484e+01  -1.66953912e+02   8.79896939e-02
  -5.97151892e+01  -9.50519112e+01   4.70966510e-02   8.66495215e+01
   4.65980948e+01   4.20568881e-02   5.20876861e+01   1.80745158e+02
   5.90683891e-02   3.00551498e+02   1.62927262e+02   2.55408714e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.471294954;446.7418757;50;Par*1*3
Ridge;12;"{'normalize': False, 'fit_intercept': False, 'solver': 'auto', 'max_iter': None, 'tol': 0.001, 'copy_X': True, 'alpha': 0.1} - [ -2.86011704e+02   2.19167962e+02  -2.39749620e-03  -2.50433330e+02
   3.79579652e+01   9.56654444e-02  -2.19577009e+02   1.00344684e+02
  -1.91871199e-03   3.86771221e+00  -2.01612110e+02   8.73179700e-02
   7.07946470e+01  -4.47455078e+01   4.13870272e-02   1.31954540e+02
  -4.77255670e+01   1.49028699e-01   2.16808794e+02   3.03782883e+01
   7.99967420e-02   7.59784703e+01   2.95472590e+02   5.73765898e-02
   2.75906636e+01   3.29000655e+01   5.57785219e-02   8.43940115e+01
   7.22541157e+01   5.27716850e-02  -8.37205845e+01  -1.18359554e+02
   8.03746130e-02   1.44375358e+02  -1.44158943e+02   3.13446990e-01]";3;Segun-Config;1;0;28 Millas;5;566;12S-Period-P 3;0.458293574;458.570846;50;Par*1*4
